cleaned_text,compound_score,predictedSentiment_vaders,predictedSentiment_naiveBayes,predictedEmotion_nb,predictedSentiment_svm,predictedEmotion_svm
sri lanka spend usd 132m port development projects read newscutterlksrilankanews… srilankadaily srilankanewstoday srilankatoday srilankanews lka srilankancrisis srilankaeconomiccrisis economiccrisislk slnews,0.0,0,1.0,1,0.0,3
australia expresses keenness exploring investment opportunities sl read newscutterlksrilankanews… srilankadaily srilankanewstoday srilankatoday srilankancrisis economiccrisislk srilankaeconomiccrisis slnews lka srilankanews,0.6124,1,0.0,5,0.0,3
2022 alevel results likely released june read newscutterlksrilankanews… srilankanewstoday srilankadaily srilankancrisis economiccrisislk srilankatoday slnews srilankaeconomiccrisis lka srilankanews,0.0,0,0.0,0,0.0,3
president power dissolve parliament g l peiris info bitly41ozivv lk srilankancrisis parliamentofsrilanka dissolveparliament ranilwickremesinghe updates buzzerpolitics buzzernews,0.0,0,1.0,4,0.0,3
showers expected sabaragamuwa province read newscutterlksrilankanews… lka slnews srilankatoday srilankaeconomiccrisis economiccrisislk srilankancrisis srilankadaily srilankanews srilankanewstoday,0.0,0,1.0,5,1.0,3
approval make kandy fully developed city info bitly3z4ilst lk srilankancrisis parliamentofsrilanka cabinetapproval kandy ranilwickremesinghe updates buzzerpolitics buzzernews,0.4767,1,1.0,2,1.0,3
frustrated woman calls president resign lka lknews slnews srilanka srilankaeconomiccrisis srilankaprotests srilankancrisis srilankacrisis economiccrisislk,-0.7003,-1,-1.0,3,-1.0,3
consideration petition filed postponing election 23rd info bitly41858g9 lk srilankancrisis electioncommission localgovernmentelections supremecourt updates buzzerpolitics buzzernews,-0.128,-1,1.0,5,0.0,3
water bills also may increase info bitly3lqnpau lk srilankancrisis waterbill tariffs watersupplyanddrainageboard updates buzzernews,0.3182,1,1.0,1,0.0,3
india visa center reopened info bitly3elsb8d lk srilankancrisis indiavisacenter reopening indianhighcommission updates buzzernews,0.0,0,1.0,2,0.0,3
circular hampers work ministries info bitly3knmitl lk srilankancrisis ministries governmentoffices circularissued clashingwork updates buzzerpolitics buzzernews,0.0,0,0.0,4,0.0,3
electricity petroleum hospitals designated essential services info bitly3elamge lk srilankancrisis newgazette essentialservices electricity petroleum hospitals updates buzzerpolitics buzzernews,0.0,0,1.0,5,0.0,3
petition election commission supreme court info bitly3eeoxsg lk srilankancrisis electioncommission localgovernmentelections supremecourt updates buzzerpolitics buzzernews,0.5574,1,1.0,5,0.0,3
sri lanka likely receive imf loan without chinas guarantee info bitly3xfrzq2 lk srilankancrisis economiccrisislk imf debtrestructuring updates buzzernews buzzerfinancial,-0.1877,-1,1.0,2,1.0,3
deep jungle music concert received court order info bitly3efppki lk srilankancrisis economiccrisislk deepjunglefestival2023 courtorder updates buzzernews,0.0,0,1.0,2,1.0,1
week black protests 22nd info bitly3xvd3l9 lk srilankancrisis economiccrisislk professionalunions blackprotestweek updates buzzernews,-0.2263,-1,1.0,3,-1.0,3
decision use imported eggs bakery industry info bitly3xfffkr lk srilankancrisis economiccrisislk eggimport bakeryindustry updates buzzerpolitics buzzernews,0.0,0,1.0,1,0.0,3
janaka ratnayakes office sealed police info bitly3kgkrsw lk srilankancrisis janakarathnayake pucsl slpolice updates buzzernews,0.0,0,1.0,3,0.0,3
decision cut power today info bitly3s1ywva lk srilankancrisis energycrisis electricitybill tariffrevision ceylonelectricityboard powercutsl updates buzzernews,0.2057,1,1.0,4,0.0,1
peoples bank freezes account oil corporation info bitly3yaw0yp lk srilankancrisis economiccrisislk ceylonpetroleumcorporation bankaccounts temporarilyclosed peoplesbank updates buzzernews,-0.0258,-1,1.0,5,0.0,3
election commission secretary ministry finance meet today info bitly40wlf4j lk srilankancrisis ministryoffinance electioncommission localgovernmentelections updates buzzerpolitics buzzernews,0.0,0,1.0,3,0.0,3
appreciation italy sri lankan government info bitly3rymmnc lk srilankancrisis economiccrisislk edmondocirielli deputyminister foreignaffairs shehansemasinghe italytour discussiontime updates buzzerpolitics buzzernews,0.5106,1,1.0,3,0.0,3
american diplomatic officer landed sri lanka yesterday info bitly40y4loo lk srilankancrisis diplomaticofficer usa boeingc17 globemasteriii updates buzzernews,0.0,0,1.0,5,1.0,3
postal voting postponed indefinitely info bitly3s6qels lk srilankancrisis electioncommission localgovernmentelections postalvote updates buzzerpolitics buzzernews,-0.2023,-1,0.0,3,0.0,3
cabinet approval introduce new excise bill info bitly3xhzuba lk srilankancrisis parliamentofsrilanka cabinetapproval newexcisebill ranilwickremesinghe updates buzzerpolitics buzzernews,0.4767,1,1.0,5,1.0,3
relief provided three steps info bitly3rt68k9 lk srilankancrisis economiccrisislk cabinetdecisions reliefdistribution updates buzzerpolitics buzzernews,0.4767,1,1.0,5,0.0,3
ballot paper printing temporarily held chief press officer info bitly3yusiup lk srilankancrisis electioncommission localgovernmentelections ballotpaper departmentofgovernmentprinting updates buzzerpolitics buzzernews,0.0,0,1.0,0,1.0,3
ready distribution official postal ballots info bitly3xwgrer lk srilankancrisis electioncommission localgovernmentelections postalvote updates buzzerpolitics buzzernews,0.3612,1,1.0,3,1.0,3
steps postpone nonessential surgeries info bitly3xp2jnn lk srilankancrisis economiccrisislk nonessentialsurgeries postponing ministryofhealth updates buzzernews,-0.2263,-1,1.0,5,0.0,3
funds provided treasury elections info bitly40qpl4q lk srilankancrisis electioncommission localgovernmentelections treasurydepartment updates buzzerpolitics buzzernews,0.2023,1,1.0,5,0.0,3
village local food police cavalry horses info bitly3xfvjyx lk srilankancrisis economiccrisislk cavalrydivision slpolice localfoods updates buzzernews,0.0,0,1.0,3,0.0,3
4 railway high officials suspended stealing iron info bitly3xhj4v3 lk srilankancrisis railwaydepartment theftcase northernrailway renovationproject highofficials suspended updates buzzernews,-0.7783,-1,1.0,5,1.0,1
members appointed committees info bitly3hp5lvu lk srilankancrisis parliamentofsrilanka parliamentarycommittees committeemembers appointed updates buzzerpolitics buzzernews,0.0,0,1.0,3,0.0,3
mitsubishi ending operations sri lanka info bitly3jw2dkd lk srilankancrisis economiccrisislk mitsubishi mitsubishimotors shuttingdown updates buzzernews buzzerfinancial,0.0,0,1.0,3,0.0,3
verdict increase electricity bills 15th info bitly3rnj13u lk srilankancrisis energycrisis electricitybill kanchanawijesekera updates buzzerpolitics buzzernews,0.4404,1,1.0,5,0.0,3
lanka sathosa reduced prices four essential commodities read newscutterlksrilankanews… economiccrisislk srilankaeconomiccrisis lka slnews srilankancrisis srilankatoday srilankacrisis lknews srilankaprotests srilanka,0.0,0,1.0,5,0.0,3
former president sirisena states willingness support allparty govt read newscutterlksrilankanews… economiccrisislk lka srilankaeconomiccrisis srilankancrisis slnews srilankaprotests srilankatoday srilankacrisis srilanka lknews,0.5859,1,0.0,1,0.0,3
summons district deputy election commissioners info bitly3i7uxti lk srilankancrisis electioncommission localgovernmentelections electioncommissioners updates buzzerpolitics buzzernews,0.0,0,0.0,5,0.0,3
education ministry issues notice regarding school teacher recruitment exams read newscutterlksrilankanews… srilankatoday srilankacrisis srilanka lknews lka srilankaprotests srilankancrisis economiccrisislk slnews,0.0,0,0.0,3,0.0,3
court denies gotabaya ’ request return money read newscutterlksrilankanews… srilankatoday srilankacrisis slnews srilanka lka lknews srilankancrisis economiccrisislk srilankaprotests,-0.4215,-1,1.0,0,0.0,3
twitter outage sees users told daily tweet limit read newscutterlksrilankanews… srilankatoday slnews srilanka lknews srilankancrisis economiccrisislk lka srilankacrisis srilankaprotests,0.0,0,0.0,0,0.0,3
1150 dengue cases first week feb read newscutterlksrilankanews… srilankacrisis srilankatoday srilankaprotests slnews srilanka lka economiccrisislk srilankancrisis lknews,0.0,0,1.0,0,0.0,3
turkish leader recep tayyip erdogan admits shortcomings quake toll tops 15000 read newscutterlksrilankanews… srilankatoday srilanka slnews lknews srilankaprotests lka srilankacrisis economiccrisislk srilankancrisis turkeyearthquake,0.6705,1,0.0,5,0.0,3
mainly fair weather prevail island read newscutterlksrilankanews… lka slnews srilankaeconomiccrisis srilankaprotests srilankatoday srilankancrisis economiccrisislk srilanka lknews,0.3182,1,1.0,1,1.0,3
instructions president treasury info bitly3x6ihmk lk srilankancrisis economiccrisislk governmentexpenses treasurydepartment ranilwickremesinghe updates buzzerpolitics buzzernews,0.2023,1,1.0,3,0.0,3
ministry education clarifies grade 6 cutoff marks read newscutterlksrilankanews… srilankacrisis slnews srilankaprotests srilanka srilankatoday lknews srilankancrisis srilankaeconomiccrisis economiccrisislk lka,0.2263,1,0.0,1,0.0,3
affidavit election commission supreme court info bitly3dlbrah lk srilankancrisis electioncommission localgovernmentelections supremecourt updates buzzerpolitics buzzernews,0.5574,1,1.0,5,0.0,3
lotus road closed due protest read newscutterlksrilankanews… lka slnews srilankatoday economiccrisislk srilankacrisis srilanka lknews srilankancrisis srilankaeconomiccrisis srilankaprotests,-0.25,-1,-1.0,3,0.0,3
earthquake turkey impacted price ceylon tea read newscutterlksrilankanews… lka slnews srilankatoday economiccrisislk srilankacrisis srilanka lknews srilankancrisis srilankaeconomiccrisis srilankaprotests,0.0,0,0.0,5,0.0,3
teen arrested charged murder brother read newscutterlksrilankanews… srilankatoday srilankacrisis slnews srilanka lknews lka srilankancrisis economiccrisislk srilankaprotests,-0.8625,-1,0.0,3,0.0,3
food prices go sinhala tamil new year – minister read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,1.0,1,1.0,3
ranil ban kimoon sign new contract info bitly3ya2hdc lk srilankancrisis economiccrisislk ranilwickremesinghe bankimoon updates buzzerpolitics buzzernews,-0.5574,-1,1.0,3,1.0,3
doctors token strike today info bitly3x3jhin lk srilankancrisis economiccrisislk gmoa taxpolicy tokenstrike updates buzzernews,-0.128,-1,1.0,3,0.0,3
bill manage funds owned public institutions info bitly3lg5jyl lk srilankancrisis economiccrisislk parliamentofsrilanka fundmanagement govermentoffice cabinetapproval updates buzzerpolitics buzzernews,0.0,0,1.0,4,1.0,3
south asian countries accept sls proposal establish climate change university read newscutterlksrilankanews… srilankacrisis srilankaprotests slnews srilankatoday srilanka economiccrisislk srilankaeconomiccrisis srilankancrisis lknews lka,0.3818,1,0.0,1,0.0,1
outgoing bulgarian ambassador calls president read newscutterlksrilankanews… srilankacrisis srilankatoday slnews srilanka srilankaprotests srilankancrisis economiccrisislk srilankaeconomiccrisis lknews lka,0.296,1,0.0,1,0.0,3
sl invites russian businesses invest country read newscutterlksrilankanews… srilankacrisis srilankaprotests economiccrisislk srilanka lknews lka srilankatoday srilankancrisis srilankaeconomiccrisis slnews,0.0,0,-1.0,2,0.0,3
astronomers find planet exactly earths size 72 light years away read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,1.0,1,1.0,3
earthquake rescue work moves slowly death toll nears 5000 read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.1531,-1,-1.0,4,0.0,3
pucsl right authority decide electricity tariff hikes — ananda palitha read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.2263,-1,1.0,0,1.0,3
laugfs gas prices info bitly3y7vw15 lk srilankancrisis gascrisis laugfs pricehike updates buzzernews,0.0,0,1.0,3,0.0,3
government decides close 55 project offices read newscutterlksrilankanews… srilankacrisis slnews srilankatoday srilankaprotests srilanka lknews lka economiccrisislk srilankancrisis srilankaeconomiccrisis,0.0,0,0.0,1,0.0,4
eu considers pta problematic read newscutterlksrilankanews… srilankaprotests srilankatoday economiccrisislk slnews srilanka lka srilankacrisis lknews srilankancrisis srilankaeconomiccrisis,-0.4404,-1,0.0,1,0.0,3
custodian rapes minor galle residence read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.6705,-1,0.0,4,0.0,3
doctors withdrawing privatesector treatment services info bitly3jtguso lk srilankancrisis economiccrisislk gmoa taxpolicy updates buzzernews,0.0,0,1.0,3,0.0,3
witchhunting part broader attack estate employees wages working conditions democratic rights entire working class srilanka srilankancrisis wswsorgenarticles202302…,-0.2617,-1,1.0,3,1.0,4
live coverage 75th independence day celebrations srilanka independenceday 75thindependenceday worklife srilankancrisis,0.0,0,-1.0,0,-1.0,3
saw january6thinsurrection saw srilankancrisis saw pakistanbankrupt saw canadians see brazil see peruresiste southafrica,0.0,0,1.0,1,0.0,3
ban kimoon arrived sri lanka info bitly3wyk4e1 lk srilankancrisis bankimoon formersecretarygeneral unitednations officialvisit updates buzzerpolitics buzzernews,-0.5574,-1,1.0,5,0.0,3
new member appointed public utilities commission info bitly3xy5muf lk srilankancrisis pucsl updates buzzernews,0.0,0,1.0,4,1.0,3
constituent assembly met tomorrow info bitly3hztubo lk srilankancrisis parliamentofsrilanka constituentassembly updates buzzerpolitics buzzernews,0.0,0,1.0,1,0.0,1
statement bandula regarding payment constructors dues info bitly3jdpdxp lk srilankancrisis economiccrisislk constructioncompany duepayments bandulagunawardena updates buzzerpolitics buzzernews,0.0,0,1.0,3,0.0,3
release several prisoners occasion national independence day info bitly3jcwxjb lk srilankancrisis independencedaysrilanka 75thanniversary prisonersreleased presidentialpardon updates buzzernews,-0.5106,-1,1.0,4,0.0,3
despite fake independence rally staged rwunp government huge rally organized jaffna people north false independence lka srilanka srilankaprotests independencedaysl srilankancrisis righttoprotest,0.5932,1,-1.0,4,-1.0,3
farce trying impress world already knows broke srilanka srilankancrisis independencedaysl,-0.4389,-1,-1.0,0,0.0,5
independence still wasting peoples tax money independencedaysl srilankancrisis,-0.508,-1,-1.0,0,0.0,3
catholic priests staging protest independence celebrations front csr maradana lka srilankaprotests srilanka srilankancrisis,-0.25,-1,0.0,5,0.0,3
mother sri lanka celebrates 75th national independence day info bitly3rxzxnz lk srilankancrisis independencedaysrilanka 75thanniversary updates buzzerpolitics buzzernews,0.5719,1,1.0,4,1.0,3
independence mean people subjected brutal authoritarian rule unelected leaders prioritise lavish celebrations power basic services population srilankaindependenceday srilankancrisis lka,-0.6249,-1,-1.0,5,-1.0,3
oh like provide electricity population explode fireworks night srilankaindependenceday lka srilankancrisis,0.3612,1,0.0,1,0.0,3
also independence doesnt mean much people forced endure violent authoritarian unelected govt like rwunp srilankancrisis lka,-0.6597,-1,-1.0,3,-1.0,3
pls condemn violence peaceful protesters urge govt prioritise basic public services lavish superficial celebrations lka srilankancrisis srilankaindependenceday,-0.6249,-1,1.0,5,0.0,3
fked independent srilankancrisis srilankaindependenceday,0.0,0,-1.0,1,0.0,3
hindenburgreport china srilankancrisis connection,0.0,0,0.0,1,0.0,3
pls condemn use force peaceful protesters well urge govt prioritise meeting public needs superficial celebrations lka srilankancrisis srilankaindependenceday,0.3527,1,1.0,1,0.0,4
80 acres highsecurity lands jaffna freed info bitly3dev5ya lk srilankancrisis independencedaysrilanka releasinglands jaffna updates buzzerpolitics buzzernews,0.4019,1,1.0,3,0.0,3
happy independence day top 5 things think ’ spent money except huge ceremony waste tax payer money think us agree srilanka srilankancrisis independencedaysl,0.7579,1,1.0,0,-1.0,3
sorry srilanka dont independence celebrate independenceday srilankancrisis srilankaprotest,0.5267,1,-1.0,0,-1.0,3
588 prisoners released 75th independence day read newscutterlksrilankanews… lknews srilanka lka slnews economiccrisislk srilankancrisis srilankaeconomiccrisis,-0.5106,-1,0.0,0,0.0,3
showers expected several provinces read newscutterlksrilankanews… economiccrisislk srilankancrisis slnews srilanka lka lknews,0.0,0,-1.0,1,1.0,3
two members public utilities commission resign info bitly3l8aebm lk srilankancrisis pucsl updates buzzernews,-0.34,-1,1.0,4,0.0,3
gave sri lankan traffic police authority beat people democracy usambsl undersecstatep un rwunp parliamentlk newsfirstsl newswire srilankancrisis,0.168,1,0.0,4,0.0,3
getting ready 75th independence day protest live coverage lka srilanka srilankan independenceday independent srilankancrisis srilankacrisis protest independent 75thindependenceday,0.128,1,1.0,0,1.0,3
getting ready independence day protest live coverage lka srilanka srilankan independenceday independent srilankancrisis srilankacrisis protest independent,0.128,1,1.0,0,1.0,3
country broke president coz spent 200mil day day today happy independenceis itsrilankaindependence srilankancrisis,0.471,1,1.0,0,-1.0,3
multiple protesters arrested satyagraha crack visual selladurai krishna kumar news cutter lka lknews slnews srilanka srilankaeconomiccrisis srilankaprotests srilankancrisis srilankacrisis economiccrisislk,-0.6124,-1,0.0,4,0.0,3
police unidentified men crack antigovt protesters satyagraha visual selladurai krishna kumar news cutter lka lknews slnews srilanka srilankaeconomiccrisis srilankaprotests srilankancrisis srilankacrisis economiccrisislk,-0.2263,-1,0.0,4,0.0,4
satyagraha independence day celebration aragalaya satyagraha independencedaysl independenceday lka lknews slnews srilanka srilankaeconomiccrisis srilankaprotests srilankancrisis srilankacrisis economiccrisislk,0.0,0,0.0,4,0.0,3
activist lawyer nuwan bopage explains court order senior police officer visual selladurai krishna kumar news cutter lka lknews slnews srilanka srilankaeconomiccrisis srilankaprotests srilankancrisis srilankacrisis economiccrisislk,0.0,0,0.0,5,0.0,4
satyagraha taking place maradana watch fbwatchisevcufeyrmibexti… lka lknews slnews srilanka srilankaeconomiccrisis srilankaprotests srilankancrisis srilankacrisis economiccrisislk,0.0,0,0.0,1,0.0,3
satyagraha taking place maradana images selladurai krishna kumar news cutter lka lknews slnews srilanka srilankaeconomiccrisis srilankaprotests srilankancrisis srilankacrisis economiccrisislk,0.0,0,0.0,1,0.0,3
minister edu skills development bhutan jai bir rai arrived island read newscutterlksrilankanews… srilankatoday slnews lknews srilanka lka srilankacrisis srilankancrisis economiccrisislk srilankaeconomiccrisis,0.0,0,0.0,5,0.0,3
president ’ independence day message read newscutterlksrilankanews… slnews srilankatoday lknews srilanka lka economiccrisislk srilankancrisis srilankaeconomiccrisis srilankacrisis,0.0,0,0.0,4,0.0,3
faxian charity project provided 2500 food packets read newscutterlksrilankanews… srilankatoday slnews srilanka lknews lka srilankaeconomiccrisis srilankancrisis economiccrisislk,0.4215,1,0.0,1,0.0,3
dates postal voting announced info bitly3jwfmfj lk srilankancrisis electioncommission localgovernmentelections postalvote updates buzzerpolitics buzzernews,0.0,0,1.0,3,0.0,3
president bestows sl ’ highest award exspeaker karu read newscutterlksrilankanews… srilankatoday srilankacrisis slnews srilankancrisis srilanka lka lknews economiccrisislk,0.5423,1,0.0,5,0.0,3
businessman found dead swimming pool read newscutterlksrilankanews… srilanka lknews lka slnews economiccrisislk srilankatoday srilankacrisis srilankaeconomiccrisis srilankancrisis,-0.6486,-1,-1.0,1,-1.0,3
opposition leader boycotts independence day read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.34,-1,0.0,1,0.0,3
bars closed independence day read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,-1.0,4,-1.0,3
4 scammers caught passport frauding info bitly3jzf8cq lk srilankancrisis departmentofimmigration passportfrauding slpolice updates buzzernews,0.0,0,1.0,4,0.0,4
steps take appropriate measures prevent importation rubber info bitly3hss7zh lk srilankancrisis economiccrisislk rubberimportation ranjithsiyambalapitiya updates buzzerpolitics buzzernews,0.0258,1,1.0,3,1.0,3
several countries commend sri lanka upr read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.4404,1,0.0,1,0.0,3
kurunegala gets new mayor read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,1.0,1,1.0,1
special traffic plan colombo independence day read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.4019,1,1.0,1,1.0,1
education minister expresses displeasure tuition classes aimed teacher recruitment read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,0.0,1,0.0,3
countrys export revenue recorded highest value history info bitly3ygn6ib lk srilankancrisis economiccrisislk exportbusiness exportincome recordhigh updates buzzerfinancial buzzernews,0.34,1,1.0,5,0.0,3
china ’ sichuan province allow unmarried people children birth rates plunge read newscutterlksrilankanews… srilankatoday srilankacrisis srilankaprotests srilankancrisis slnews srilanka lknews lka,0.2263,1,1.0,1,0.0,3
sorts power cuts till february 17 illegal pucsl info bitly3l40mzw lk srilankancrisis energycrisis alevel examination powercuts pucsl updates buzzernews,-0.7003,-1,1.0,4,0.0,3
sri lanka makes top 10 ‘ instagrammable places world 2023 ’ read newscutterlksrilankanews… srilankatoday srilankacrisis srilankaprotests slnews srilankancrisis economiccrisislk srilanka lknews lka,0.2023,1,1.0,1,1.0,3
two people arrested battaramulla passports three others read newscutterlksrilankanews… slnews srilanka srilankatoday lknews lka srilankacrisis srilankancrisis economiccrisislk srilankaprotests,-0.4767,-1,0.0,1,0.0,3
lanka sathosa reduced pricing four essential items read newscutterlksrilankanews… srilanka lknews slnews srilankaprotests srilankatoday srilankancrisis economiccrisislk lka,0.0,0,0.0,1,0.0,3
heavy showers 100mm expected parts country read newscutterlksrilankanews… economiccrisislk srilankancrisis lka srilanka slnews srilankatoday lknews,0.0,0,-1.0,1,-1.0,3
presidents new decision obstacle election info bitly3jqeut0 lk srilankancrisis electioncommission localgovernmentelections ranilwickremesinghe updates buzzerpolitics buzzernews,-0.3612,-1,1.0,4,1.0,3
petrol prices info bitly3kw6aet lk srilankancrisis fuelcrisislk petrolprice pricehike lankaioc ceypetco updates buzzernews,0.0,0,1.0,3,0.0,3
breaking ‼️ petrol prices increase details newscutterlkbreakingnews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews,0.3802,1,0.0,1,-1.0,3
government take step back – wasantha mudalige walking prison 167 days images selladurai krishna kumar news cutter srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews,-0.5106,-1,0.0,1,0.0,0
iusf convener wasantha mudalige calls president wickremesinghe crook watch fbwatchiq0fhzaqh4mibexti… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,0.0,1,0.0,3
government take step back – wasantha mudalige walking prison 167 days watch mfacebookcomstoryphpsto… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.5106,-1,1.0,1,0.0,4
local government election gazette announcement issued info bitly3wyhubd lk srilankancrisis electioncommission localgovernmentelections gazette updates buzzerpolitics buzzernews,0.0,0,0.0,3,0.0,3
breaking iusf convenor wasantha mudalige released bail watch fbwatchipputptylemibexti… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,0.0,0,0.0,3
chinese managers mine dr congo allegedly ordered beating two local workers debttrap inhumane citizens pay dearly greed political masters next could pakistan srilankatoday economiccrisis srilankancrisis,-0.5106,-1,-1.0,2,-1.0,3
wef23 fertilizer srilankancrisis tuckercarlson foxnews sbfftx tucker way words agenda2030 gabcomtommyrobinsonofficia…,0.0,0,1.0,0,0.0,3
bring dollars country eurovision2023 thelastofus srilankancrisis srilanka75,0.0,0,1.0,1,0.0,3
sudden power failure ragama hospital info bitly3hjrwcy lk srilankancrisis energycrisis ragamahospital powerbreakdown updates buzzernews,-0.5106,-1,1.0,3,-1.0,4
money wasted politics politicians could ’ eliminated poverty country srilanka srilankancrisis,-0.7579,-1,-1.0,3,-1.0,3
wasantha mudalige released info bitly40csvxt lk srilankancrisis aragalaya gallefaceprotest wasanthamudalige updates buzzernews,0.0,0,1.0,3,0.0,3
tolerance taken granted cma approved car park structures abused b12 soysapura authorities cma approved structures turn blind eye noises wfh srilankancrisis moratuwa follow link full story docsgooglecompresentation…,0.5242,1,1.0,5,1.0,4
power outage ragama teaching hospital newscutterlksrilankanews… srilankacrisis srilankaprotests srilankatoday srilanka slnews lknews lka economiccrisislk srilankaeconomiccrisis srilankancrisis,0.0,0,0.0,4,0.0,3
ragama teaching hospital lka srilanka healthcareforall srilankancrisis economiccrisislk srilankan srilankatoday,0.0,0,0.0,0,0.0,3
eam dr jaishankar visited srilanka expressed indias solidarity difficult times india ’ commitment srilankan economic recovery srilankancrisis,0.3182,1,-1.0,2,1.0,3
imfnews calls structural adjustments call robbing working class lka srilanka economiccrisislk srilankancrisis costoflivingcrisis,0.0,0,0.0,0,0.0,4
dear srilankans gon na happen srilankancrisis,0.3818,1,0.0,3,0.0,3
rwunp preparing extravagant idependenceday celebration ragama teaching hospital lka srilanka gohomeranil healthcareforall srilankancrisis economiccrisislk,0.0,0,0.0,4,0.0,3
former president maithripala sirisena said would contest next presidential election 2024 presidential candidate sri lanka freedom party slfp mfasrilanka usambsl parliamentlk srilankancrisis,0.7845,1,0.0,1,0.0,1
lets see query tabled next month cabinet meetings srilankancrisis,0.0,0,0.0,1,0.0,3
bangladesh secures imf loan worth 14bn read newscutterlksrilankanews… srilankacrisis srilankaprotests srilankatoday srilanka slnews lknews lka economiccrisislk srilankaeconomiccrisis srilankancrisis,0.4939,1,1.0,1,1.0,3
china donates 70 requirement school uniforms read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,0.0,1,0.0,3
government take step back – wasantha mudalige walking prison 167 days watch mfacebookcomstoryphpsto… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.5106,-1,1.0,1,0.0,4
local government election gazette announcement issued info bitly3wyhubd lk srilankancrisis electioncommission localgovernmentelections gazette updates buzzerpolitics buzzernews,0.0,0,0.0,3,0.0,3
breaking iusf convenor wasantha mudalige released bail watch fbwatchipputptylemibexti… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,0.0,0,0.0,3
chinese managers mine dr congo allegedly ordered beating two local workers debttrap inhumane citizens pay dearly greed political masters next could pakistan srilankatoday economiccrisis srilankancrisis,-0.5106,-1,-1.0,2,-1.0,3
wef23 fertilizer srilankancrisis tuckercarlson foxnews sbfftx tucker way words agenda2030 gabcomtommyrobinsonofficia…,0.0,0,1.0,0,0.0,3
bring dollars country eurovision2023 thelastofus srilankancrisis srilanka75,0.0,0,1.0,1,0.0,3
sudden power failure ragama hospital info bitly3hjrwcy lk srilankancrisis energycrisis ragamahospital powerbreakdown updates buzzernews,-0.5106,-1,1.0,3,-1.0,4
money wasted politics politicians could ’ eliminated poverty country srilanka srilankancrisis,-0.7579,-1,-1.0,3,-1.0,3
wasantha mudalige released info bitly40csvxt lk srilankancrisis aragalaya gallefaceprotest wasanthamudalige updates buzzernews,0.0,0,1.0,3,0.0,3
tolerance taken granted cma approved car park structures abused b12 soysapura authorities cma approved structures turn blind eye noises wfh srilankancrisis moratuwa follow link full story docsgooglecompresentation…,0.5242,1,1.0,5,1.0,4
power outage ragama teaching hospital newscutterlksrilankanews… srilankacrisis srilankaprotests srilankatoday srilanka slnews lknews lka economiccrisislk srilankaeconomiccrisis srilankancrisis,0.0,0,0.0,4,0.0,3
ragama teaching hospital lka srilanka healthcareforall srilankancrisis economiccrisislk srilankan srilankatoday,0.0,0,0.0,0,0.0,3
